 0 freq rank
tranquility 1039691 1.919616240374879e-06 21688.0
unwind 1039665 1.919568235705944e-06 21689.0
halted 1039584 1.919418682698877e-06 21690.0
liza 1039449 1.919169427687099e-06 21691.0
outings 1039301 1.9188961703408535e-06 21692.0
crotch 1039119 1.918560137658308e-06 21693.0
wavelet 1039052 1.918436433319129e-06 21694.0
drawback 1039041 1.918416123651503e-06 21695.0
smyrna 1038794 1.9179600792966197e-06 21696.0
pathogenesis 1038707 1.9177994482890294e-06 21697.0
diodes 1038697 1.917780984954824e-06 21698.0
reinstatement 1038681 1.9177514436200944e-06 21699.0
botox 1038675 1.9177403656195712e-06 21700.0
hostess 1038635 1.917666512282748e-06 21701.0
weep 1038608 1.9176166612803923e-06 21702.0
dipole 1038540 1.9174911106077927e-06 21703.0
cleo 1038418 1.917265857930482e-06 21704.0
posse 1038358 1.9171550779252476e-06 21705.0
mosquitoes 1038355 1.917149538924986e-06 21706.0
norge 1038331 1.917105226922892e-06 21707.0
tangled 1038220 1.916900283913208e-06 21708.0
walsall 1038144 1.9167599625732438e-06 21709.0
burnaby 1038074 1.9166307192338033e-06 21710.0
lilo 1038025 1.916540248896195e-06 21711.0
majorca 1037951 1.916403620223072e-06 21712.0
weldon 1037928 1.9163611545543986e-06 21713.0
agribusiness 1037906 1.916320535219146e-06 21714.0
frying 1037756 1.9160435852060594e-06 21715.0
hesitation 1037676 1.915895878532413e-06 21716.0
imprinted 1037643 1.9158349495295336e-06 21717.0
pixie 1037554 1.9156706258551024e-06 21718.0
proofing 1037507 1.9155838481843353e-06 21719.0
clits 1037485 1.9155432288490826e-06 21720.0
keyring 1037390 1.9153678271741273e-06 21721.0
bereavement 1037389 1.915365980840707e-06 21722.0
surrendered 1037373 1.9153364395059775e-06 21723.0
vehicular 1037138 1.9149025511521416e-06 21724.0
workbench 1037033 1.914708686142981e-06 21725.0
landscaped 1036864 1.9143966557949032e-06 21726.0
lula 1036790 1.91426002712178e-06 21727.0
westward 1036734 1.9141566324502277e-06 21728.0
impala 1036625 1.9139553821073847e-06 21729.0
commenter 1036613 1.913933226106338e-06 21730.0
converged 1036526 1.9137725950987475e-06 21731.0
celsius 1036264 1.913288855742556e-06 21732.0
flicks 1036253 1.9132685460749294e-06 21733.0
leopold 1036241 1.9132463900738825e-06 21734.0
recognizable 1036118 1.9130192910631513e-06 21735.0
ludlow 1036035 1.9128660453892433e-06 21736.0
prefixes 1035803 1.912437696035669e-06 21737.0
saba 1035725 1.912293682028864e-06 21738.0
racquetball 1035723 1.9122899893620226e-06 21739.0
embraces 1035616 1.912092431686021e-06 21740.0
flavours 1035572 1.9120111930155154e-06 21741.0
gustav 1035533 1.911939186012113e-06 21742.0
pundits 1035470 1.9118228670066163e-06 21743.0
unset 1035406 1.9117047016676994e-06 21744.0
optimised 1035299 1.9115071439916973e-06 21745.0
waxing 1035247 1.9114111346538272e-06 21746.0
hitchhiker 1035199 1.9113225106496395e-06 21747.0
gael 1035160 1.911250503646237e-06 21748.0
sinner 1035124 1.911184035643096e-06 21749.0
isotopes 1035059 1.9110640239707585e-06 21750.0
erich 1034970 1.910899700296327e-06 21751.0
auspices 1034946 1.910855388294233e-06 21752.0
coles 1034873 1.910720605954531e-06 21753.0
ergo 1034681 1.9103661099377796e-06 21754.0
dissenting 1034592 1.9102017862633483e-06 21755.0
melee 1034523 1.9100743892573285e-06 21756.0
conduction 1034425 1.9098934485821116e-06 21757.0
radcliffe 1034369 1.9097900539105593e-06 21758.0
countess 1034368 1.9097882075771386e-06 21759.0
pleading 1034105 1.9093026218875264e-06 21760.0
grabber 1034069 1.9092361538843854e-06 21761.0
crafty 1034039 1.909180763881768e-06 21762.0
orch 1033940 1.908997976873131e-06 21763.0
llama 1033922 1.9089647428715605e-06 21764.0
peridot 1033816 1.908769031528979e-06 21765.0
montague 1033786 1.908713641526362e-06 21766.0
pacers 1033651 1.9084643865145837e-06 21767.0
troubling 1033591 1.908353606509349e-06 21768.0
salvatore 1033514 1.9082114388359643e-06 21769.0
vowel 1033509 1.9082022071688614e-06 21770.0
reuben 1033332 1.907875406153419e-06 21771.0
cob 1033106 1.907458134800368e-06 21772.0
fearing 1033027 1.9073122744601426e-06 21773.0
coronation 1033026 1.9073104281267221e-06 21774.0
parton 1032964 1.9071959554546462e-06 21775.0
isabelle 1032778 1.9068525374384185e-06 21776.0
dermatitis 1032522 1.9063798760827504e-06 21777.0
nagoya 1032372 1.9061029260696635e-06 21778.0
reluctance 1032216 1.9058148980560533e-06 21779.0
snowfall 1032198 1.9057816640544829e-06 21780.0
fundraisers 1032138 1.905670884049248e-06 21781.0
inconsistency 1032085 1.9055730283779575e-06 21782.0
apostolic 1031812 1.9050689793541394e-06 21783.0
validating 1031766 1.904984048016793e-06 21784.0
newsstand 1031670 1.9048068000084172e-06 21785.0
summoned 1031641 1.9047532563392206e-06 21786.0
dossier 1031628 1.904729254004753e-06 21787.0
treble 1031575 1.9046313983334624e-06 21788.0
galley 1031511 1.9045132329945453e-06 21789.0
shovel 1031406 1.9043193679853845e-06 21790.0
entail 1031285 1.9040959616414944e-06 21791.0
mashed 1031175 1.903892864965231e-06 21792.0
songwriting 1031090 1.9037359266244818e-06 21793.0
pacing 1030988 1.9035476006155826e-06 21794.0
hinton 1030919 1.9034202036095628e-06 21795.0
nighttime 1030862 1.9033149626045898e-06 21796.0
fluxes 1030772 1.9031487925967377e-06 21797.0
moan 1030590 1.9028127599141923e-06 21798.0
finders 1030500 1.9026465899063402e-06 21799.0
dictated 1030464 1.9025801219031995e-06 21800.0
darlene 1030408 1.902476727231647e-06 21801.0
proximal 1030071 1.901854512868912e-06 21802.0
jimmie 1030045 1.901806508199977e-06 21803.0
henson 1030024 1.9017677351981448e-06 21804.0
unfolding 1030013 1.9017474255305185e-06 21805.0
deserts 1029901 1.9015406361874136e-06 21806.0
milking 1029628 1.9010365871635957e-06 21807.0
wilbur 1029357 1.9005362308066189e-06 21808.0
suitably 1029188 1.900224200458541e-06 21809.0
enormously 1028873 1.8996426054310587e-06 21810.0
peroxide 1028613 1.8991625587417083e-06 21811.0
cicero 1028580 1.8991016297388292e-06 21812.0
scribe 1028438 1.898839450393107e-06 21813.0
nellie 1028215 1.898427718040318e-06 21814.0
outages 1028188 1.8983778670379623e-06 21815.0
sleigh 1028137 1.8982837040335127e-06 21816.0
complemented 1028127 1.898265240699307e-06 21817.0
formulae 1028052 1.8981267656927636e-06 21818.0
fen 1028033 1.8980916853577726e-06 21819.0
finley 1027995 1.8980215246877906e-06 21820.0
thanh 1027587 1.8972682206521946e-06 21821.0
backlash 1027493 1.8970946653106602e-06 21822.0
gallo 1027382 1.896889722300976e-06 21823.0
sank 1027160 1.8964798362816074e-06 21824.0
frontage 1027134 1.8964318316126724e-06 21825.0
blister 1027084 1.8963395149416435e-06 21826.0
opacity 1026698 1.8956268302413e-06 21827.0
ration 1026649 1.8955363599036918e-06 21828.0
townsville 1026514 1.8952871048919135e-06 21829.0
humid 1026485 1.895233561222717e-06 21830.0
turing 1026480 1.895224329555614e-06 21831.0
portrayal 1026432 1.8951357055514262e-06 21832.0
veggies 1026387 1.8950526205475e-06 21833.0
centenary 1026348 1.8949806135440975e-06 21834.0
guile 1026260 1.8948181362030865e-06 21835.0
lacquer 1026221 1.894746129199684e-06 21836.0
unfold 1026128 1.8945744201915703e-06 21837.0
barclays 1026085 1.8944950278544852e-06 21838.0
hammered 1026068 1.8944636401863354e-06 21839.0
pedagogical 1025853 1.8940666785009112e-06 21840.0
tutti 1025839 1.894040829833023e-06 21841.0
mined 1025833 1.8940297518324996e-06 21842.0
caucasus 1025795 1.8939595911625175e-06 21843.0
intervening 1025536 1.8934813908065875e-06 21844.0
bale 1025459 1.8933392231332032e-06 21845.0
astronomers 1025450 1.893322606132418e-06 21846.0
fishnet 1025386 1.8932044407935008e-06 21847.0
combinatorial 1025254 1.8929607247819844e-06 21848.0
thrills 1025183 1.8928296351091234e-06 21849.0
therefor 1025143 1.8927557817723002e-06 21850.0
unintended 1025052 1.8925877654310276e-06 21851.0
sores 1024935 1.8923717444208198e-06 21852.0
rochdale 1024637 1.8918215370614873e-06 21853.0
pastures 1024520 1.8916055160512797e-06 21854.0
smog 1024498 1.891564896716027e-06 21855.0
unattended 1024424 1.8914282680429042e-06 21856.0
playwright 1024239 1.891086696360097e-06 21857.0
mics 1024213 1.891038691691162e-06 21858.0
punjabi 1024194 1.891003611356171e-06 21859.0
prem 1024164 1.8909482213535538e-06 21860.0
carthage 1024135 1.890894677684357e-06 21861.0
zechariah 1024101 1.8908319023480571e-06 21862.0
kettering 1024039 1.8907174296759814e-06 21863.0
hayek 1023996 1.8906380373388964e-06 21864.0
montpelier 1023924 1.8905051013326147e-06 21865.0
selves 1023898 1.8904570966636797e-06 21866.0
titty 1023702 1.8900952153132464e-06 21867.0
naturalization 1023665 1.890026900976685e-06 21868.0
whispering 1023584 1.889877347969618e-06 21869.0
dissipation 1023511 1.8897425656299158e-06 21870.0
sprite 1023444 1.889618861290737e-06 21871.0
keel 1023303 1.8893585282784354e-06 21872.0
fart 1023292 1.889338218610809e-06 21873.0
oxidase 1023113 1.8890077249285255e-06 21874.0
leighton 1023039 1.8888710962554027e-06 21875.0
atheism 1022796 1.888422437234202e-06 21876.0
gripping 1022602 1.8880642485506098e-06 21877.0
cellars 1022403 1.8876968281999147e-06 21878.0
caterer 1022391 1.8876746721988676e-06 21879.0
pregnancies 1022382 1.8876580551980824e-06 21880.0
tainted 1022281 1.887471575522604e-06 21881.0
dateline 1022263 1.8874383415210337e-06 21882.0
remission 1022240 1.8873958758523602e-06 21883.0
praxis 1022194 1.8873109445150136e-06 21884.0
affirmation 1022188 1.8872998665144902e-06 21885.0
perturbation 1022159 1.8872463228452934e-06 21886.0
wandered 1022080 1.8871004625050676e-06 21887.0
unassigned 1021964 1.8868862878282805e-06 21888.0
adriana 1021932 1.886827205158822e-06 21889.0
reeds 1021880 1.886731195820952e-06 21890.0
lyndon 1021797 1.886577950147044e-06 21891.0
groupings 1021741 1.8864745554754915e-06 21892.0
mems 1021728 1.886450553141024e-06 21893.0
angler 1021700 1.8863988558052478e-06 21894.0
midterm 1021694 1.8863877778047244e-06 21895.0
astounding 1021601 1.8862160687966104e-06 21896.0
cosy 1021452 1.8859409651169442e-06 21897.0
campsite 1021313 1.8856843247714839e-06 21898.0
marketer 1021263 1.885592008100455e-06 21899.0
resend 1021151 1.88538521875735e-06 21900.0
augment 1020894 1.8849107110682613e-06 21901.0
flares 1020861 1.8848497820653824e-06 21902.0
huntingdon 1020690 1.8845340590504634e-06 21903.0
gelatin 1020629 1.884421432711808e-06 21904.0
shedding 1020506 1.8841943337010769e-06 21905.0
adenosine 1020486 1.8841574070326653e-06 21906.0
glastonbury 1020336 1.8838804570195783e-06 21907.0
funerals 1020335 1.8838786106861579e-06 21908.0
milliseconds 1020126 1.8834927270012568e-06 21909.0
swatch 1020069 1.883387485996284e-06 21910.0
eucalyptus 1020001 1.8832619353236847e-06 21911.0
redefine 1020000 1.883260088990264e-06 21912.0
conservatism 1019836 1.882957290309289e-06 21913.0
backdoor 1019708 1.8827209596314551e-06 21914.0
envisioned 1019572 1.8824698582862564e-06 21915.0
bumped 1019181 1.88174794191881e-06 21916.0
automating 1019109 1.8816150059125283e-06 21917.0
cursors 1019027 1.881463606572041e-06 21918.0
fortuna 1019004 1.8814211409033675e-06 21919.0
cripple 1018899 1.8812272758942068e-06 21920.0
divert 1018673 1.8808100045411561e-06 21921.0
lofty 1018661 1.880787848540109e-06 21922.0
proclaim 1018465 1.8804259671896758e-06 21923.0
kanji 1018304 1.8801287075089625e-06 21924.0
recreate 1018160 1.8798628354963992e-06 21925.0
dropout 1018001 1.8795692684825272e-06 21926.0
cropped 1017807 1.879211079798935e-06 21927.0
lockout 1017679 1.8789747491211008e-06 21928.0
moron 1017416 1.8784891634314886e-06 21929.0
townhouses 1017273 1.878225137752346e-06 21930.0
merton 1017238 1.8781605160826257e-06 21931.0
horrific 1017211 1.87811066508027e-06 21932.0
ere 1017200 1.8780903554126437e-06 21933.0
abacus 1017068 1.8778466394011272e-06 21934.0
lifeline 1016950 1.877628772057499e-06 21935.0
richly 1016923 1.8775789210551434e-06 21936.0
torquay 1016780 1.8773148953760006e-06 21937.0
conjugate 1016714 1.8771930373702424e-06 21938.0
dogma 1016614 1.8770084040281846e-06 21939.0
vaguely 1016488 1.8767757660171917e-06 21940.0
winch 1016374 1.8765652840072458e-06 21941.0
yam 1016356 1.8765320500056753e-06 21942.0
siberia 1016051 1.8759689183123987e-06 21943.0
melons 1015937 1.8757584363024527e-06 21944.0
shes 1015890 1.8756716586316856e-06 21945.0
farley 1015887 1.8756661196314238e-06 21946.0
seer 1015838 1.8755756492938156e-06 21947.0
evils 1015737 1.875389169618337e-06 21948.0
spontaneously 1015714 1.8753467039496637e-06 21949.0
sabotage 1015607 1.8751491462736618e-06 21950.0
blueprints 1015443 1.8748463475926869e-06 21951.0
limos 1015393 1.874754030921658e-06 21952.0
unavoidable 1015064 1.8741465872262875e-06 21953.0
fraunhofer 1015012 1.8740505778884174e-06 21954.0
warhol 1014892 1.873829017877948e-06 21955.0
suppressor 1014850 1.8737514718742837e-06 21956.0
ruthless 1014804 1.873666540536937e-06 21957.0
almonds 1014790 1.873640691869049e-06 21958.0
ecclesiastes 1014746 1.8735594531985436e-06 21959.0
aptitude 1014706 1.8734855998617204e-06 21960.0
vial 1014511 1.8731255648447075e-06 21961.0
sharpening 1014460 1.8730314018402582e-06 21962.0
seniority 1014348 1.8728246124971533e-06 21963.0
jocks 1014285 1.8727082934916569e-06 21964.0
prompting 1014238 1.8726215158208896e-06 21965.0
objected 1014217 1.8725827428190575e-06 21966.0
equator 1014051 1.8722762514712415e-06 21967.0
unzip 1014009 1.8721987054675771e-06 21968.0
guilds 1013989 1.8721617787991655e-06 21969.0
blatant 1013927 1.8720473061270896e-06 21970.0
floss 1013783 1.8717814341145263e-06 21971.0
favoured 1013666 1.8715654131043187e-06 21972.0
sarge 1013607 1.8714564794325045e-06 21973.0
endnote 1013592 1.8714287844311957e-06 21974.0
ridges 1013404 1.871081673748127e-06 21975.0
leland 1013385 1.871046593413136e-06 21976.0
oysters 1013367 1.8710133594115655e-06 21977.0
telugu 1013360 1.8710004350776214e-06 21978.0
midwifery 1013285 1.8708619600710782e-06 21979.0
huff 1013100 1.870520388388271e-06 21980.0
primates 1013017 1.870367142714363e-06 21981.0
gust 1012909 1.8701677387049406e-06 21982.0
cate 1012807 1.8699794126960414e-06 21983.0
receptacle 1012757 1.8698870960250125e-06 21984.0
tangerine 1012609 1.869613838678767e-06 21985.0
mendoza 1012425 1.8692741133293805e-06 21986.0
amoxicillin 1012347 1.8691300993225754e-06 21987.0
graz 1012240 1.8689325416465733e-06 21988.0
puberty 1012229 1.868912231978947e-06 21989.0
crawler 1012165 1.86879406664003e-06 21990.0
angled 1012136 1.8687405229708332e-06 21991.0
shorten 1012067 1.8686131259648134e-06 21992.0
longhorns 1012066 1.8686112796313927e-06 21993.0
doha 1011972 1.8684377242898583e-06 21994.0
shawl 1011728 1.867987218935237e-06 21995.0
overriding 1011434 1.867444396909587e-06 21996.0
samaritan 1011072 1.8667760242113374e-06 21997.0
bends 1010930 1.8665138448656152e-06 21998.0
grimes 1010676 1.8660448761767882e-06 21999.0
unison 1010644 1.8659857935073298e-06 22000.0
tabular 1010640 1.8659784081736475e-06 22001.0
ard 1010555 1.8658214698328983e-06 22002.0
amir 1010408 1.8655500588200732e-06 22003.0
dormant 1010249 1.8652564918062013e-06 22004.0
nell 1010110 1.8649998514607407e-06 22005.0
restrained 1009965 1.8647321331147568e-06 22006.0
tropics 1009932 1.8646712041118777e-06 22007.0
concerted 1009816 1.8644570294350905e-06 22008.0
dongle 1009813 1.864451490434829e-06 22009.0
ecumenical 1009712 1.8642650107593504e-06 22010.0
kwan 1009606 1.864069299416769e-06 22011.0
refrigerated 1009532 1.8639326707436462e-06 22012.0
crouch 1009495 1.8638643564070848e-06 22013.0
pence 1009358 1.8636114087284656e-06 22014.0
formulating 1009335 1.8635689430597922e-06 22015.0
lamentations 1009331 1.86356155772611e-06 22016.0
placid 1009328 1.8635560187258483e-06 22017.0
napkin 1009290 1.8634858580558662e-06 22018.0
emile 1009147 1.8632218323767234e-06 22019.0
contagious 1009095 1.8631258230388534e-06 22020.0
lenin 1009073 1.8630852037036006e-06 22021.0
inaccessible 1009035 1.8630150430336188e-06 22022.0
marsha 1008975 1.862904263028384e-06 22023.0
administers 1008968 1.8628913386944399e-06 22024.0
gradients 1008871 1.8627122443526437e-06 22025.0
crockett 1008865 1.8627011663521202e-06 22026.0
conspicuous 1008714 1.8624223700056129e-06 22027.0
barbarian 1008628 1.8622635853314432e-06 22028.0
ritalin 1008626 1.8622598926646019e-06 22029.0
retrieves 1008622 1.8622525073309196e-06 22030.0
soaking 1008618 1.8622451219972373e-06 22031.0
ferrous 1008569 1.862154651659629e-06 22032.0
dhaka 1008478 1.8619866353183563e-06 22033.0
reforming 1008318 1.8616912219710637e-06 22034.0
gar 1008289 1.861637678301867e-06 22035.0
intrusive 1008177 1.8614308889587622e-06 22036.0
thyme 1007823 1.8607772869278774e-06 22037.0
parasitic 1007800 1.860734821259204e-06 22038.0
zillion 1007700 1.8605501879171462e-06 22039.0
chino 1007675 1.8605040295816316e-06 22040.0
abusing 1007630 1.8604209445777057e-06 22041.0
caveat 1007458 1.860103375229366e-06 22042.0
receptive 1007362 1.8599261272209905e-06 22043.0
toiletries 1007260 1.8597378012120915e-06 22044.0
bedrock 1007239 1.8596990282102594e-06 22045.0
capt 1007164 1.859560553203716e-06 22046.0
clio 1006632 1.858578303823968e-06 22047.0
xvii 1006603 1.8585247601547712e-06 22048.0
zines 1006514 1.8583604364803398e-06 22049.0
vulcan 1006324 1.8580096331304299e-06 22050.0
musk 1006200 1.857780687786278e-06 22051.0
lucille 1006193 1.857767763452334e-06 22052.0
executions 1006127 1.8576459054465759e-06 22053.0
forklift 1006085 1.8575683594429115e-06 22054.0
refreshed 1005937 1.857295102096666e-06 22055.0
guarding 1005862 1.8571566270901225e-06 22056.0
repurchase 1005668 1.8567984384065303e-06 22057.0
atwood 1005660 1.8567836677391655e-06 22058.0
windmill 1005542 1.8565658003955372e-06 22059.0
lice 1005234 1.855997129701999e-06 22060.0
badgers 1004989 1.8555447780139573e-06 22061.0
garter 1004872 1.8553287570037497e-06 22062.0
appetizer 1004806 1.8552068989979914e-06 22063.0
disbursement 1004750 1.855103504326439e-06 22064.0
telemetry 1004563 1.8547582399767908e-06 22065.0
footed 1004559 1.8547508546431085e-06 22066.0
dedicate 1004266 1.854209878950879e-06 22067.0
renewing 1004115 1.8539310826043716e-06 22068.0
burroughs 1004109 1.853920004603848e-06 22069.0
consumable 1004056 1.8538221489325575e-06 22070.0
depressive 1003641 1.8530559205630172e-06 22071.0
stabilizer 1003521 1.8528343605525477e-06 22072.0
skim 1003327 1.8524761718689555e-06 22073.0
touche 1003271 1.852372777197403e-06 22074.0
ovary 1003163 1.8521733731879806e-06 22075.0
rune 1003149 1.8521475245200925e-06 22076.0
welt 1003072 1.8520053568467079e-06 22077.0
accrual 1003020 1.8519093475088378e-06 22078.0
veal 1002995 1.8518631891733235e-06 22079.0
perpetrators 1002937 1.8517561018349298e-06 22080.0
creatively 1002822 1.8515437734915633e-06 22081.0
embarked 1002730 1.85137391081687e-06 22082.0
quickest 1002715 1.8513462158155614e-06 22083.0
euclid 1002547 1.851036031800904e-06 22084.0
tremendously 1002541 1.8510249538003806e-06 22085.0
smashed 1002472 1.8508975567943608e-06 22086.0
oscillation 1002305 1.850589219113124e-06 22087.0
interfaith 1002146 1.8502956520992521e-06 22088.0
cay 1002108 1.85022549142927e-06 22089.0
thunderstorm 1002030 1.850081477422465e-06 22090.0
payers 1002028 1.8500777847556239e-06 22091.0
gritty 1001983 1.8499946997516977e-06 22092.0
retrospect 1001979 1.8499873144180154e-06 22093.0
dewitt 1001828 1.849708518071508e-06 22094.0
jog 1001808 1.8496715914030964e-06 22095.0
hailed 1001750 1.849564504064703e-06 22096.0
bahia 1001749 1.8495626577312823e-06 22097.0
miraculous 1001639 1.8493595610550186e-06 22098.0
hounds 1001615 1.8493152490529247e-06 22099.0
tightening 1001614 1.8493134027195042e-06 22100.0
draining 1001566 1.8492247787153165e-06 22101.0
rect 1001426 1.8489662920364355e-06 22102.0
paroles 1001366 1.8488555120312006e-06 22103.0
sensibility 1001279 1.8486948810236103e-06 22104.0
rags 1001167 1.8484880916805055e-06 22105.0
reborn 1001079 1.8483256143394945e-06 22106.0
punching 1000845 1.8478935723190791e-06 22107.0
lagrange 1000790 1.8477920239809475e-06 22108.0
distinguishes 1000579 1.8474024476292053e-06 22109.0
treadmills 1000577 1.8473987549623641e-06 22110.0
poi 1000422 1.8471125732821745e-06 22111.0
bebop 1000401 1.8470738002803422e-06 22112.0
streamlining 1000369 1.8470147176108837e-06 22113.0
dazzle 1000224 1.8467469992648998e-06 22114.0
trainings 1000194 1.8466916092622825e-06 22115.0
seeding 1000093 1.846505129586804e-06 22116.0
ulysses 999894 1.8461377092361088e-06 22117.0
industrialized 999879 1.8461100142348002e-06 22118.0
dangle 999852 1.8460601632324445e-06 22119.0
eaters 999793 1.8459512295606303e-06 22120.0
botanic 999780 1.8459272272261628e-06 22121.0
bronco 999773 1.8459143028922187e-06 22122.0
exceedingly 999765 1.8458995322248542e-06 22123.0
inauguration 999762 1.8458939932245924e-06 22124.0
inquired 999701 1.845781366885937e-06 22125.0
repentance 999523 1.8454527195370742e-06 22126.0
chased 999429 1.8452791641955398e-06 22127.0
unprotected 999415 1.8452533155276516e-06 22128.0
merle 999346 1.8451259185216318e-06 22129.0
intermediaries 999184 1.844826812507498e-06 22130.0
rotations 998916 1.8443319951507829e-06 22131.0
evacuated 998915 1.8443301488173624e-06 22132.0
reclaimed 998614 1.843774402457768e-06 22133.0
prefecture 998543 1.8436433127849071e-06 22134.0
accented 998526 1.8436119251167571e-06 22135.0
montessori 998071 1.8427718434103938e-06 22136.0
murine 997935 1.8425207420651953e-06 22137.0
entomology 997894 1.8424450423949514e-06 22138.0
baum 997893 1.842443196061531e-06 22139.0
rodent 997875 1.8424099620599605e-06 22140.0
paradigms 997842 1.8423490330570814e-06 22141.0
racket 997700 1.8420868537113592e-06 22142.0
hannibal 997696 1.842079468377677e-06 22143.0
putter 997675 1.8420406953758449e-06 22144.0
fonda 997617 1.8419336080374512e-06 22145.0
recursion 997602 1.8419059130361425e-06 22146.0
flops 997539 1.8417895940306461e-06 22147.0
sickle 997530 1.8417729770298609e-06 22148.0
violently 997440 1.8416068070220088e-06 22149.0
attest 997406 1.841544031685709e-06 22150.0
untouched 997170 1.8411082969984524e-06 22151.0
initiator 997169 1.841106450665032e-06 22152.0
comforting 997036 1.840860888320095e-06 22153.0
creeping 997024 1.840838732319048e-06 22154.0
kerosene 996638 1.8401260476187047e-06 22155.0
appraised 996617 1.8400872746168725e-06 22156.0
restorative 996537 1.8399395679432263e-06 22157.0
sunscreen 996319 1.83953706725754e-06 22158.0
peacefully 996177 1.8392748879118178e-06 22159.0
antidepressants 996171 1.8392638099112944e-06 22160.0
decentralized 996166 1.8392545782441914e-06 22161.0
freaking 996113 1.839156722572901e-06 22162.0
whittier 996070 1.839077330235816e-06 22163.0
bassist 995968 1.838889004226917e-06 22164.0
stature 995928 1.8388151508900938e-06 22165.0
skaters 995848 1.8386674442164475e-06 22166.0
sentry 995831 1.8386360565482975e-06 22167.0
assaults 995815 1.8386065152135684e-06 22168.0
luminosity 995649 1.8383000238657524e-06 22169.0
berwick 995607 1.838222477862088e-06 22170.0
emulators 995604 1.8382169388618262e-06 22171.0
vices 995524 1.83806923218818e-06 22172.0
karat 995377 1.837797821175355e-06 22173.0
ginny 995339 1.8377276605053729e-06 22174.0
tolls 995273 1.8376058024996148e-06 22175.0
degrading 995221 1.8375097931617446e-06 22176.0
posh 995079 1.8372476138160224e-06 22177.0
bangles 995072 1.8372346894820783e-06 22178.0
stereos 994931 1.8369743564697769e-06 22179.0
submittal 994921 1.836955893135571e-06 22180.0
forster 994674 1.836499848780688e-06 22181.0
fireman 994581 1.8363281397725743e-06 22182.0
mink 994479 1.8361398137636752e-06 22183.0
simulators 994420 1.836030880091861e-06 22184.0
zorro 994277 1.8357668544127184e-06 22185.0
maniac 994236 1.8356911547424747e-06 22186.0
antics 994105 1.8354492850643787e-06 22187.0
ealing 993620 1.8345538133553981e-06 22188.0
ozark 993534 1.8343950286812283e-06 22189.0
formative 993270 1.8339075966581956e-06 22190.0
recognising 993218 1.8338115873203255e-06 22191.0
interactivity 993207 1.8337912776526992e-06 22192.0
wordsworth 993109 1.8336103369774825e-06 22193.0
constructors 993094 1.8335826419761738e-06 22194.0
wrongly 992978 1.8333684672993867e-06 22195.0
cree 992892 1.8332096826252169e-06 22196.0
physicists 992692 1.832840415941101e-06 22197.0
malfunction 992684 1.8328256452737365e-06 22198.0
falsely 992639 1.8327425602698105e-06 22199.0
abbot 992552 1.83258192926222e-06 22200.0
magma 992528 1.8325376172601262e-06 22201.0
canucks 992243 1.8320114122352614e-06 22202.0
hammersmith 992087 1.831723384221651e-06 22203.0
blum 991765 1.8311288648602247e-06 22204.0
consul 991728 1.8310605505236633e-06 22205.0
plagued 991605 1.830833451512932e-06 22206.0
parkland 991595 1.8308149881787263e-06 22207.0
lahore 991561 1.8307522128424266e-06 22208.0
aiding 991529 1.8306931301729681e-06 22209.0
werewolf 991528 1.8306912838395474e-06 22210.0
suckers 991255 1.8301872348157295e-06 22211.0
midwestern 991253 1.8301835421488884e-06 22212.0
swallows 991094 1.8298899751350164e-06 22213.0
charisma 991085 1.8298733581342312e-06 22214.0
chilli 991047 1.8298031974642491e-06 22215.0
suspensions 990957 1.8296370274563972e-06 22216.0
patronage 990921 1.8295705594532563e-06 22217.0
canoes 990691 1.8291459027665232e-06 22218.0
matilda 990513 1.82881725541766e-06 22219.0
fodder 990472 1.8287415557474164e-06 22220.0
impetus 990419 1.8286437000761257e-06 22221.0
peeled 990363 1.8285403054045734e-06 22222.0
malnutrition 990258 1.8283464403954126e-06 22223.0
layton 990208 1.8282541237243837e-06 22224.0
gaines 990077 1.828012254046288e-06 22225.0
inbred 990075 1.8280085613794468e-06 22226.0
intercultural 989822 1.8275414390240402e-06 22227.0
skateboards 989714 1.8273420350146179e-06 22228.0
goshen 989642 1.8272090990083362e-06 22229.0
whining 989593 1.8271186286707278e-06 22230.0
functionally 989559 1.8270558533344282e-06 22231.0
rabies 989553 1.8270447753339046e-06 22232.0
catalysts 989486 1.8269210709947259e-06 22233.0
arson 989351 1.8266718159829478e-06 22234.0
readability 989322 1.826618272313751e-06 22235.0
dakar 989205 1.8264022513035432e-06 22236.0
cappuccino 989068 1.826149303624924e-06 22237.0
modulus 988969 1.8259665166162866e-06 22238.0
cuisines 988926 1.8258871242792018e-06 22239.0
tapestries 988787 1.8256304839337412e-06 22240.0
transatlantic 988757 1.825575093931124e-06 22241.0
tuscaloosa 988320 1.8247682462263311e-06 22242.5
boosted 988320 1.8247682462263311e-06 22242.5
sprayed 988292 1.824716548890555e-06 22244.0
gearing 988275 1.8246851612224052e-06 22245.0
glutathione 988253 1.8246445418871524e-06 22246.0
freeing 988180 1.82450975954745e-06 22247.0
kilkenny 988166 1.824483910879562e-06 22248.0
redress 988120 1.8243989795422153e-06 22249.0
adoptions 988101 1.8243638992072244e-06 22250.0
settles 988013 1.8242014218662134e-06 22251.0
tweaking 987952 1.8240887955275581e-06 22252.0
angina 987931 1.824050022525726e-06 22253.0
geeky 987806 1.8238192308481537e-06 22254.0
coupler 987783 1.8237767651794803e-06 22255.0
